,,,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
data_prop,435,,19,1,0,21,92,107,0,21,11,0.855555556,765,1,5,0,0.20242915,0,0,39,9,2.6316,0
data_prop,436,,3,1,14,16,5,1,14,2,3,0.5,17,1,0,0,0.666666667,0,0,4.333333333,1,0.6667,0
data_prop,437,,23,1,0,18,39,143,16,3,23,0.850649351,309,1,2,0,0.236024845,1,1,12.13043478,7,1.3478,0
data_prop,438,,2,2,0,7,6,1,6,1,2,2,16,0,0,0.923076923,1,0,0,7,1,0.5,0
data_prop,439,,4,2,0,6,15,2,0,6,4,0.777777778,57,1,1,625,0.4375,0,0,12.5,1,0.75,0
data_prop,440,,25,1,0,10,25,300,2,8,25,2,25,0,0,0,255,0,0,0,1,1,0
data_prop,441,,3,1,0,1,3,3,1,0,3,2,3,0,0,0,1,0,0,0,1,1,0
data_prop,442,,13,1,0,10,55,0,4,7,9,0.652777778,298,1,1,0,0.3,0,0,21.46153846,6,1.9231,0
data_prop,443,,30,1,0,23,58,263,22,1,24,0.85440613,724,1,0,0,0.305555556,0,0,22.83333333,7,1.4,0
data_prop,444,,6,1,0,9,6,15,6,3,6,2,6,0,0,0,0.533333333,0,0,0,1,1,0
data_prop,445,,2,1,0,4,14,0,1,3,2,0,78,1,0,0,0.666666667,0,0,37.5,3,1.5,0
data_prop,446,,9,1,0,20,17,16,18,2,9,525,112,1,1,0,0.472222222,0,0,10.88888889,2,0.7778,0
data_prop,447,,6,2,0,12,9,9,12,0,4,0.857142857,91,0.428571429,5,0.764705882,0.4,1,1,13,1,0.6667,0
data_prop,448,,15,1,0,14,50,51,0,14,11,0.755102041,361,1,6,0,0.221428571,0,0,22.6,5,1.5333,0
data_prop,449,,5,2,0,8,8,6,7,1,3,875,79,0.333333333,5,0.8125,0.416666667,1,1,13.6,1,0.6,0
data_prop,450,,12,1,0,6,22,42,3,3,12,0.727272727,204,1,0,0,0.5,0,0,15.66666667,19,2.3333,0
data_prop,451,,10,1,0,1,14,21,0,1,10,0.740740741,109,1,1,0,0.32,1,1,9.6,7,1.5,1
data_prop,452,,6,1,0,22,35,3,15,7,2,0.533333333,186,1,0,0,0.333333333,0,0,29.5,4,1.3333,0
data_prop,453,,11,1,6,17,43,27,6,11,8,0.78,220,1,1,0,0.283333333,0,0,18.54545455,4,1.1818,0
data_prop,454,,13,1,0,3,18,26,3,0,13,0.75,134,1,0,0,0.512820513,0,0,8.923076923,1,0.8462,0
data_prop,455,,28,1,0,10,28,378,2,8,28,2,28,0,0,0,0.267857143,0,0,0,1,1,0
data_prop,456,,5,1,0,8,5,10,3,5,5,2,5,0,0,0,0.433333333,0,0,0,1,1,0
data_prop,457,,15,2,0,6,33,51,1,5,12,0.836734694,183,1,0,0.391304348,0.346666667,2,2,10.73333333,3,1.3333,0
data_prop,458,,4,1,0,11,20,4,4,7,2,0.666666667,111,1,0,0,0.5,0,0,26.5,3,1.25,0
data_prop,459,,4,1,0,8,21,0,1,7,2,1,168,1,1,0,0.4,0,0,39,3,1.5,0
data_prop,460,,6,1,0,2,7,3,2,0,5,0.8,35,1,0,0,0.555555556,0,0,4.333333333,1,0.6667,0
data_prop,461,,4,2,0,3,8,6,0,3,4,2,22,0,0,0.4,1,0,0,4.5,1,0.75,0
data_prop,462,,11,1,0,13,33,13,0,13,4,1,226,1,1,0,425,0,0,18.63636364,1,0.8182,0
data_prop,463,,6,2,0,18,41,7,1,17,2,0.666666667,216,1,0,0.791666667,0.366666667,1,3,34.5,5,2.3333,0
data_prop,464,,12,1,0,5,34,36,4,1,7,0.727272727,342,1,0,0,0.464285714,0,0,27.16666667,4,1.8333,0
data_prop,465,,40,1,0,37,143,484,0,37,37,0.891737892,814,1,8,0,0.115384615,0,0,19125,6,1.45,0
data_prop,466,,7,2,0,11,17,21,4,11,7,2,80,0,0,0.25,0.30952381,0,0,10.42857143,1,0.8571,0
data_prop,467,,2,1,0,2,2,1,2,0,2,2,2,0,0,0,875,0,0,0,1,1,0
data_prop,468,,1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
data_prop,469,,3,1,0,1,3,3,1,0,3,2,3,0,0,0,1,0,0,0,1,1,0
data_prop,470,,10,1,0,11,36,25,3,8,7,0.388888889,284,1,2,0,475,0,0,27,6,2,0
data_prop,471,,30,1,0,23,58,263,22,1,24,0.85440613,724,1,0,0,0.305555556,0,0,22.83333333,7,1.4,0
data_prop,472,,3,5,0,24,6,3,23,1,2,1.5,16,1,0,1,0.666666667,0,0,4,0,0,0
data_prop,473,,7,2,0,7,17,21,1,7,7,2,73,0,0,0.25,0.428571429,0,0,9.428571429,2,1,0
data_prop,474,,3,1,0,3,22,3,1,2,3,2,66,0,0,0,0.333333333,0,0,21,2,1.3333,0
data_prop,475,,31,1,0,14,48,309,10,4,30,0.897619048,465,1,3,0,0.167741935,1,1,13.5483871,8,1.3871,0
data_prop,476,,13,1,0,8,13,78,3,5,13,2,13,0,0,0,0.384615385,0,0,0,1,1,0
data_prop,477,,4,1,0,0,8,0,0,0,4,0.333333333,23,1,0,0,625,0,0,4.5,1,0.75,0
data_prop,478,,5,1,0,9,31,8,1,8,2,1.1875,151,1,1,0,0.45,0,0,27.6,3,1.2,0
data_prop,479,,16,1,0,5,41,0,2,4,14,775,254,0.75,1,0,0.257142857,0,0,14375,3,1.5625,0
data_prop,480,,13,1,0,16,13,78,9,7,13,2,13,0,0,0,0.299145299,0,0,0,1,1,0
data_prop,481,,6,1,0,11,38,13,2,9,3,1.142857143,189,0.714285714,0,0,0.2,0,0,29.33333333,5,1.6667,0
data_prop,482,,7,1,0,4,9,11,4,0,7,0.777777778,39,1,0,0,0.357142857,0,0,4.142857143,1,0.8571,0
data_prop,483,,12,1,0,9,23,0,9,0,12,0.727272727,157,1,0,0,0.333333333,0,0,11.66666667,2,0.8333,0
data_prop,484,,4,2,0,5,12,6,2,5,1,1.333333333,37,0,0,0.75,0.35,1,1,8,1,0.75,0
data_prop,485,,6,1,0,9,6,15,6,3,6,2,6,0,0,0,0.533333333,0,0,0,1,1,0
data_prop,486,,4,2,0,6,15,2,0,6,4,0.777777778,57,1,1,625,0.4375,0,0,12.5,1,0.75,0
data_prop,487,,4,1,0,10,33,4,1,9,2,1.259259259,172,1,0,0,0.5,0,0,39.75,2,0.75,0
data_prop,488,,2,2,0,7,6,1,6,1,2,2,16,0,0,0.923076923,1,0,0,7,1,0.5,0
data_prop,489,,23,1,0,18,39,143,16,3,23,0.850649351,309,1,2,0,0.236024845,1,1,12.13043478,7,1.3478,1
data_prop,490,,3,1,15,17,5,1,15,2,3,0.5,17,1,0,0,0.666666667,0,0,4.333333333,1,0.6667,0
data_prop,491,,19,1,0,21,92,107,0,21,11,0.855555556,765,1,5,0,0.20242915,0,0,39,9,2.6316,0
data_prop,492,,10,1,0,11,37,21,0,11,7,0.8,190,1,4,0,0.24691358,0,0,17.5,3,1.1,0
data_prop,493,,5,1,0,12,40,8,1,11,2,1.1875,173,1,0,0,0.416666667,0,0,32,2,1,0
data_prop,494,,12,1,0,15,42,16,0,15,10,0.757575758,354,1,5,0,0.242424242,0,0,28,4,1.5,0
data_prop,495,,6,2,0,11,14,11,10,1,4,0.857142857,129,0.285714286,6,0.764705882,0.4,1,1,19.33333333,3,1,0
data_prop,496,,38,1,0,26,62,457,24,6,28,0.844594595,454,1,2,0,0.15,1,1,10.73684211,7,1.4737,1
data_prop,497,,11,1,1,9,41,9,1,8,2,0.7,214,1,1,0,0.23,0,0,18.09090909,4,1.7273,0
data_prop,498,,3,2,0,4,13,3,1,4,1,1.5,39,0,0,0.818181818,0.4,1,1,11,1,0.6667,0
data_prop,499,,15,1,0,17,32,53,16,2,14,875,211,1,0,0,0.266666667,1,1,12.53333333,7,1.4667,0
data_prop,500,,37,1,0,25,60,492,23,6,25,0.840277778,441,1,2,0,0.148648649,1,1,10.7027027,7,1.4865,1
data_prop,501,,10,1,0,3,14,0,3,0,9,0.694444444,164,1,0,0,0.5,1,1,15,13,2.3,0
data_prop,502,,29,4,0,13,59,406,0,13,29,1.035714286,229,1,0,0.582089552,0.262931034,0,0,6.862068966,1,0.9655,0
data_prop,503,,3,1,0,5,14,0,1,4,3,0.25,63,1,1,0,0.555555556,0,0,19.33333333,3,1.3333,0
data_prop,504,,2,2,0,4,9,1,2,4,1,2,30,0,0,0.9,625,1,1,13,1,0.5,0
data_prop,505,,2,2,0,4,10,1,0,4,2,2,30,0,0,0.666666667,0.75,0,0,14,2,1,0
data_prop,506,,3,2,0,6,16,3,0,6,2,1,237,1,0,0.714285714,0.5,0,0,74,2,1,0
data_prop,507,,14,2,0,14,29,91,8,14,14,2,135,0,0,0.133333333,0.295918367,0,0,8.642857143,1,0.9286,0
data_prop,508,,2,2,0,9,36,1,2,9,1,2,400,1,0,0.9,625,1,2,195.5,1,0.5,0
data_prop,509,,2,2,0,8,12,1,0,8,2,1.142857143,57,1,0,0.833333333,1,0,0,24,1,0.5,0
data_prop,510,,3,1,0,5,20,0,0,5,3,0.5,94,1,0,0,0.666666667,0,0,29.66666667,1,0.6667,0
data_prop,511,,6,1,0,9,6,15,7,2,6,2,6,0,0,0,0.466666667,0,0,0,1,1,0
data_prop,512,,7,1,0,7,7,21,5,2,7,2,7,0,0,0,0.380952381,0,0,0,1,1,0
data_prop,513,,3,1,0,9,31,3,1,8,3,2,75,0,0,0,0.333333333,0,0,24,1,0.6667,0
data_prop,514,,10,1,0,25,63,33,1,24,2,0.222222222,468,1,0,0,0.161616162,0,0,45.7,2,0.9,0
data_prop,515,,4,1,0,4,5,0,4,0,3,0.833333333,22,1,0,0,0.75,0,0,4,1,0.5,0
data_prop,516,,6,2,0,2,14,11,1,1,4,0.666666667,81,0.666666667,2,0.764705882,0.4,1,1,12,3,1,0
data_prop,517,,1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
data_prop,518,,3,1,0,2,13,3,2,0,1,2,90,0,0,0,0.444444444,0,0,29,6,2.6667,0
data_prop,519,,6,2,0,4,14,11,3,1,4,875,141,0.25,7,0.764705882,0.4,1,1,21.16666667,3,1,0
data_prop,520,,1,1,0,0,2,0,0,0,1,2,11,0,0,0,1,0,0,3,0,0,0
data_prop,521,,5,1,0,9,5,10,8,1,5,2,5,0,0,0,0.44,0,0,0,1,1,0
data_prop,522,,2,1,0,5,2,1,3,2,2,2,2,0,0,0,0.583333333,0,0,0,1,1,0
data_prop,523,,11,1,0,2,15,37,1,1,11,0.85,109,1,1,0,0.242424242,1,1,8.545454545,7,1.5455,0
data_prop,524,,8,2,0,20,52,18,1,19,2,0.785714286,360,1,0,0.730769231,325,1,3,43.5,6,2.5,0
data_prop,525,,13,1,0,11,13,78,9,2,13,2,13,0,0,0,0.307692308,0,0,0,1,1,0
data_prop,526,,6,1,0,7,33,11,1,6,3,1.085714286,169,1,0,0,0.6,0,0,26,5,1.6667,0
data_prop,527,,21,1,0,34,154,142,0,34,17,805,1051,1,9,0,0.119047619,0,0,48.57142857,17,2.8095,0
data_prop,528,,9,1,0,8,17,0,8,0,8,625,115,1,0,0,0.311111111,1,1,11.44444444,6,1.3333,0
data_prop,529,,7,1,0,5,15,0,1,4,7,0.166666667,52,1,0,0,0.514285714,0,0,6.285714286,1,0.8571,0
data_prop,530,,12,1,0,45,16,40,45,0,10,0.818181818,119,1,0,0,0.3,1,1,8.583333333,7,1.4167,1
data_prop,531,,5,1,0,7,31,0,6,1,4,0.85,190,1,0,0,0.6,0,0,36,5,2.8,0
data_prop,532,,9,1,0,7,19,4,4,3,9,0.5,97,1,0,0,0.722222222,0,0,9.444444444,2,1,0
data_prop,533,,4,1,0,3,7,6,3,0,4,2,17,0,0,0,1,0,0,3.25,1,0.75,0
data_prop,534,,7,1,0,5,7,21,3,2,7,2,7,0,0,0,0.535714286,0,0,0,1,1,0
data_prop,535,,9,1,0,3,13,4,3,0,9,625,90,1,0,0,0.722222222,0,0,8.666666667,1,0.7778,0
data_prop,536,,9,1,0,21,43,20,0,21,8,0.854166667,252,1,5,0,0.204545455,0,0,26.33333333,5,1.5556,0
data_prop,537,,3,1,0,11,56,3,2,9,3,2,166,0,0,0,0.333333333,0,0,54.33333333,3,2,0
data_prop,538,,2,3,0,2,18,1,0,2,2,2,70,1,0,0.961538462,1,1,2,33.5,3,1.5,0
data_prop,539,,3,1,0,5,3,3,5,1,3,2,3,0,0,0,0.466666667,0,0,0,1,1,0
data_prop,540,,4,2,0,5,9,6,0,5,4,2,38,0,0,0.4,0.4,0,0,8.5,1,0.75,0
data_prop,541,,3,5,0,14,6,3,13,1,2,1.5,16,1,0,1,0.666666667,0,0,4,0,0,0
data_prop,542,,5,1,0,11,38,0,1,10,2,0.5,237,1,2,0,0.366666667,0,0,45.6,4,2.2,0
data_prop,543,,14,1,0,8,23,61,8,1,13,0.788461538,154,1,1,0,0.314285714,1,1,9.714285714,7,1.5,1
data_prop,544,,5,1,0,5,36,10,0,5,2,2,163,0,0,0,0.266666667,0,0,31.6,3,1.2,0
data_prop,545,,10,1,0,6,19,17,6,0,8,0.822222222,128,0.8,0,0,0.311111111,1,1,11.3,5,1.3,0
data_prop,546,,12,1,0,19,51,18,14,7,7,0.727272727,255,1,0,0,0.327272727,0,0,19.91666667,5,1.5833,1
data_prop,547,,4,3,0,4,35,6,0,4,3,1.333333333,205,1,0,0.892857143,0.45,3,3,50,1,0.75,0
data_prop,548,,3,3,0,3,4,1,2,1,3,1,15,1,0,0.964912281,0.666666667,0,0,3.333333333,1,0.6667,0
data_prop,549,,9,1,0,6,29,26,1,5,3,0.6875,200,1,2,0,0.291666667,0,0,20.77777778,3,1.6667,0
data_prop,550,,10,1,0,11,54,37,1,10,5,0.555555556,449,1,2,0,375,0,0,43.7,9,2.6,0
data_prop,551,,6,1,0,7,6,15,5,2,6,2,6,0,0,0,0.416666667,0,0,0,1,1,0
data_prop,552,,3,1,0,18,30,0,1,17,2,0.25,185,1,4,0,0.466666667,0,0,59.33333333,8,3.3333,0
data_prop,553,,17,1,0,4,30,24,3,1,16,0.758928571,331,1,1,0,0.317647059,1,1,18.05882353,22,2.5882,0
data_prop,554,,1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
data_prop,555,,3,2,0,14,28,0,2,12,2,0.5,155,1,0,0.9,625,1,1,49.33333333,2,0.6667,0
data_prop,556,,3,1,0,4,3,3,3,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
data_prop,557,,8,1,0,9,9,14,8,1,7,0.857142857,46,1,1,0,0.458333333,0,0,4.25,1,0.75,0
data_prop,558,,6,2,0,8,20,15,0,8,6,2,83,0,0,0.285714286,0.833333333,0,0,12.83333333,2,1.1667,0
data_prop,559,,11,1,0,9,60,55,4,5,3,1.1,540,0.954545455,0,0,0.340909091,0,0,46.09090909,5,2.4545,0
data_prop,560,,4,2,0,7,10,6,1,7,4,2,29,0,0,0.4,0.4,0,0,6.25,1,0.75,0
data_prop,561,,5,1,0,2,6,4,2,0,5,0.75,31,1,0,0,0.466666667,0,0,4.6,1,0.8,0
data_prop,562,,31,1,0,12,43,331,9,3,31,0.902564103,370,1,3,0,0.167741935,1,1,10.51612903,7,1.1935,1
data_prop,563,,1,1,0,8,1,0,8,0,1,2,1,0,0,0,1,0,0,0,1,1,0
data_prop,564,,5,2,0,7,8,6,6,1,3,0.892857143,91,0.285714286,6,0.8125,0.416666667,1,1,15.8,1,0.6,0
data_prop,565,,9,1,0,14,30,0,11,3,9,0.45,141,1,2,0,0.62962963,0,0,14.11111111,2,1.1111,0
data_prop,566,,8,1,0,6,8,28,5,1,8,2,8,0,0,0,0.4,0,0,0,1,1,0
data_prop,567,,6,1,0,10,30,9,4,6,4,0.2,226,1,0,0,0.65,0,0,36.5,4,1.8333,0
data_prop,568,,20,1,0,10,28,110,9,1,20,0.877192982,204,1,0,0,0.258333333,1,1,8.75,12,1.5,0
data_prop,569,,4,2,0,6,10,6,1,6,4,2,27,0,0,0.4,0.583333333,0,0,5.75,1,0.75,0
data_prop,570,,17,1,0,50,25,88,48,2,15,0.854166667,163,1,2,0,0.205882353,1,1,8.235294118,7,1.2941,1
data_prop,571,,7,1,0,6,7,21,4,2,7,2,7,0,0,0,0.5,0,0,0,1,1,0
data_prop,572,,1,1,0,0,2,0,0,0,0,2,13,0,0,0,1,0,0,3,0,0,0
data_prop,573,,7,1,0,24,60,13,0,24,4,1.075757576,337,1,1,0,0.416666667,0,0,45.57142857,3,1.4286,0
data_prop,574,,4,1,0,0,5,0,0,0,4,1,23,0.333333333,0,0,0.75,0,0,4,1,0.5,0
data_prop,575,,11,1,0,12,43,25,1,11,8,0.714285714,411,1,0,0,0.44,0,0,35.72727273,5,1.5455,0
data_prop,576,,15,1,0,10,19,83,8,2,15,0.904761905,129,1,2,0,0.20952381,1,1,7.2,7,1.4,1
data_prop,577,,6,2,0,22,37,13,2,21,2,0.6,157,1,0,0.791666667,0.366666667,1,3,25,4,1.8333,0
data_prop,578,,23,1,0,12,44,69,6,7,23,0.754545455,215,1,3,0,0.168478261,0,0,8.130434783,7,1.4348,0
data_prop,579,,6,2,0,21,49,0,1,20,2,0.64,274,1,1,0.791666667,0.333333333,1,3,43.83333333,5,2.1667,0
data_prop,580,,10,1,0,20,48,41,1,19,4,1.090909091,298,1,1,0,0.314814815,0,0,26.6,3,1.2,0
data_prop,581,,4,1,0,12,35,4,1,12,2,1.083333333,271,1,0,0,0.466666667,0,0,65.75,9,3,0
data_prop,582,,11,1,0,7,22,17,7,0,10,0.814285714,150,1,0,0,0.424242424,0,0,12,3,1,0
data_prop,583,,4,1,0,10,32,4,1,9,2,1.3,241,1,1,0,0.4375,0,0,54.25,3,1.75,0
data_prop,584,,9,1,0,23,42,36,14,9,8,2,207,0,0,0,0.351851852,0,0,22,7,1.5556,0
data_prop,585,,8,1,0,10,8,28,8,2,8,2,8,0,0,0,0.5,0,0,0,1,1,0
data_prop,586,,5,1,0,16,15,10,15,1,4,2,89,0,0,0,0.266666667,0,0,16.8,3,1.2,0
data_prop,587,,2,2,0,7,12,1,0,7,2,1,125,1,0,0.833333333,1,0,0,58.5,1,0.5,0
data_prop,588,,6,2,0,24,55,0,2,23,2,0.64,291,1,1,0.791666667,0.333333333,1,3,46.66666667,5,2.3333,0
data_prop,589,,17,1,0,19,78,130,4,15,6,0.854166667,574,1,3,0,0.229411765,0,0,32.58823529,8,2.7059,0
data_prop,590,,9,1,0,1,11,24,1,0,9,0.9,50,1,0,0,0.481481481,0,0,4,1,0.8889,0
data_prop,591,,4,1,0,5,18,4,1,4,2,1.142857143,128,1,2,0,0.5,0,0,29.25,2,1.25,0
data_prop,592,,5,1,0,4,5,10,3,1,5,2,5,0,0,0,0.9,0,0,0,1,1,0
data_prop,593,,15,1,0,11,38,41,0,11,15,0.821428571,185,1,6,0,0.193333333,0,0,10.93333333,5,1.2667,0
data_prop,594,,2,2,0,7,11,1,0,7,2,1,46,1,0,0.833333333,1,0,0,20.5,1,0.5,0
data_prop,595,,35,1,0,15,80,401,7,11,34,0.893048128,563,1,1,0,0.142857143,1,1,14.77142857,5,1.3429,0
data_prop,596,,6,1,0,31,19,3,26,5,4,0.2,78,1,1,0,0.25,0,0,11.66666667,4,1.5,0
data_prop,597,,6,1,0,1,13,15,1,0,5,2,385,0,0,0,0.458333333,0,0,63.16666667,47,9,0
data_prop,598,,32,1,0,29,64,238,24,5,32,0.861290323,475,1,3,0,0.139204545,0,0,13.53125,4,1.0625,0
data_prop,599,,11,1,0,7,54,31,0,7,6,775,297,1,0,0,225,0,0,25.63636364,7,1.6364,0
data_prop,600,,25,1,0,25,65,222,0,25,25,0.927083333,352,1,11,0,0.124705882,0,0,12.6,4,1.24,0
data_prop,601,,26,1,0,6,36,289,4,2,26,0.945454545,198,1,0,0,0.214285714,1,1,6.192307692,7,1.2692,0
data_prop,602,,2,2,0,8,12,1,0,8,2,1,56,1,0,0.833333333,1,0,0,24,1,0.5,0
data_prop,603,,3,1,0,4,3,3,2,2,3,2,3,0,0,0,0.466666667,0,0,0,1,1,0
data_prop,604,,7,1,0,8,7,21,6,2,7,2,7,0,0,0,0.306122449,0,0,0,1,1,0
data_prop,605,,2,2,0,4,9,1,2,4,1,2,33,0,0,0.9,625,1,1,14.5,1,0.5,0
data_prop,606,,11,1,0,8,26,5,5,3,11,0.7,177,1,1,0,0.290909091,0,0,14.81818182,2,1.2727,0
data_prop,607,,6,2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1,0
data_prop,608,,6,2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1,0
data_prop,609,,4,1,0,18,43,4,1,17,3,0.666666667,219,1,1,0,375,0,0,53.5,4,1.5,0
data_prop,610,,6,2,0,2,14,11,1,1,4,0.833333333,117,0.333333333,5,0.764705882,0.4,1,1,17.5,3,1,0
data_prop,611,,4,1,0,5,4,6,5,0,4,2,4,0,0,0,0.833333333,0,0,0,1,1,0
data_prop,612,,21,1,6,39,76,182,8,31,4,0.95625,495,1,4,0,0.111111111,0,0,21.80952381,2,1.0952,0
data_prop,613,,6,1,0,4,13,15,2,2,5,2,84,0,0,0,0.5,0,0,13,1,0.8333,0
data_prop,614,,5,4,2,11,8,8,11,0,4,1,26,1,0,0.894736842,0.6,0,0,3.8,1,0.4,0
data_prop,615,,2,4,0,15,43,0,1,14,2,0.666666667,402,1,0,0.996168582,0.555555556,2,3,198.5,17,8.5,0
data_prop,616,,2,1,0,3,9,1,0,3,1,1,26,0,1,0,1,0,0,11.5,0,0,0
data_prop,617,,11,1,0,2,12,31,2,0,10,0.86,64,1,0,0,0.681818182,0,0,4.363636364,1,0.8182,0
data_prop,618,,9,1,0,2,11,24,2,0,9,0.84375,49,1,0,0,0.481481481,0,0,4,1,0.8889,0
data_prop,619,,5,3,0,8,31,10,0,8,3,1.25,135,1,0,0.862068966,0.4,2,2,25.8,1,0.8,0
data_prop,620,,15,1,0,3,21,63,3,1,15,0.828571429,152,1,1,0,0.238095238,1,1,8.8,7,1.4,1
data_prop,621,,13,1,0,13,44,60,1,12,10,0.763888889,297,1,6,0,0.185897436,0,0,21.38461538,6,1.7692,0
data_prop,622,,20,1,0,6,42,118,4,3,20,0.810526316,264,1,1,0,0.188888889,1,1,11.95,7,1.45,1
data_prop,623,,5,1,0,7,21,6,1,6,4,1.0625,134,1,3,0,0.533333333,0,0,24.2,3,1.2,0
data_prop,624,,2,2,0,7,11,1,0,7,2,1,35,1,0,0.833333333,1,0,0,16,1,0.5,0
data_prop,625,,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
data_prop,626,,2,2,0,4,5,1,0,4,2,2,11,0,0,0.666666667,0.75,0,0,4.5,1,0.5,0
data_prop,627,,6,1,0,6,6,15,4,2,6,2,6,0,0,0,0.333333333,0,0,0,1,1,0
data_prop,628,,2,1,0,3,2,1,2,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
data_prop,629,,17,1,0,39,78,122,1,38,10,0.916666667,380,1,7,0,0.140522876,0,0,20.82352941,3,1.2941,0
data_prop,630,,10,1,0,1,23,9,1,0,9,0.755555556,155,1,0,0,0.65,0,0,14,3,1,0
data_prop,631,,6,1,0,11,7,7,10,1,5,0.88,41,1,1,0,375,0,0,5,1,0.6667,0
data_prop,632,,2,1,0,1,4,1,0,1,2,2,9,0,0,0,1,0,0,3.5,1,0.5,0
data_prop,633,,9,1,0,6,18,0,6,0,9,0.59375,131,1,0,0,0.388888889,1,1,13.11111111,8,2,0
data_prop,634,,5,1,4,4,9,0,4,0,4,375,35,1,0,0,0.6,0,0,5.6,1,0.8,0
data_prop,635,,15,1,0,10,23,69,10,0,15,0.785714286,213,1,0,0,0.366666667,1,1,12.86666667,7,1.7333,1
data_prop,636,,28,1,0,8,28,378,1,7,28,2,28,0,0,0,0.349206349,0,0,0,1,1,0
data_prop,637,,12,1,0,9,35,66,0,9,12,2,156,0,0,0,0.297619048,1,1,12,1,0.9167,0
data_prop,638,,28,1,0,11,28,378,1,10,28,2,28,0,0,0,0.267857143,0,0,0,1,1,0
data_prop,639,,3,1,0,3,3,3,1,2,3,2,3,0,0,0,0.466666667,0,0,0,1,1,0
data_prop,640,,4,1,0,6,4,6,5,1,4,2,4,0,0,0,0.6875,0,0,0,1,1,0
data_prop,641,,27,1,0,37,111,267,0,37,24,0.903846154,645,1,10,0,0.117307692,0,0,22.44444444,4,1.4074,0
data_prop,642,,12,1,0,8,14,30,7,1,12,0.848484848,88,1,1,0,0.3,0,0,5.833333333,1,0.8333,0
data_prop,643,,9,1,0,5,13,20,4,1,9,0.791666667,99,1,1,0,0.288888889,1,1,9.666666667,7,1.6667,0
data_prop,644,,3,1,0,9,26,3,1,8,3,2,138,0,0,0,0.5,0,0,45,5,2.3333,0
data_prop,645,,9,2,0,10,20,36,5,10,9,2,80,0,0,0.2,0.377777778,0,0,7.888888889,1,0.8889,0
data_prop,646,,6,2,0,7,15,15,2,7,6,2,46,0,0,0.285714286,0.4,0,0,6.666666667,1,0.8333,0
data_prop,647,,6,1,0,5,29,11,2,4,4,0.6,169,0,0,0,0.4,0,0,26.66666667,4,1.5,0
data_prop,648,,6,1,0,3,31,1,1,2,3,0.5,203,1,1,0,0.333333333,0,0,32.5,3,1.3333,0
data_prop,649,,29,1,0,11,50,180,10,1,26,0.726190476,418,1,0,0,0.226600985,1,1,13.20689655,7,1.2759,0
